Industry,Region,CompanySize,CompanyAge,ContractTermMonths,CommittedAmount,CreditUsageRate,EAD,PctChangeRevenue,PctChangeNetProfit,DebtToEquity,CurrentRatio,DownPaymentPct,UsageHoursPerWeek,EquipmentType
Transportation,West,Small,5,12,104557.57,0.54,32274.4,-8.02,37.51,1.4,1.49,0.4,34.8,Drill
Transportation,East,Medium,9.7,24,100301.55,0.69,52658.18,-15.19,-16.77,0.85,0.96,0.21,46.7,Drill
Mining,North,Medium,11,48,99623.53,0.68,41187.43,-11.07,-15.97,0.22,1.3,0.37,27.2,Bulldozer
Construction,South,Small,4,60,79839.07,0.58,37710.48,18.77,-1.99,1.17,0.78,0.16,40,Bulldozer
Mining,West,Small,3.3,24,62724.04,0.93,40953.65,27.13,-12.53,1.15,1.86,0.26,40.8,Loader
Construction,South,Small,12.2,36,89894.25,0.69,37112.43,-18.71,-37.81,0.81,1.43,0.38,49.2,Loader
Mining,North,Small,8,24,88241.56,0.99,59777.69,5.93,-9.63,1.97,1.89,0.28,31.5,Crane
Transportation,South,Medium,9.2,48,77898.07,0.95,64326.72,-4.77,-14.68,1.54,0.86,0.11,26.9,Drill
Energy,North,Small,8.2,48,125561.61,0.6,53416.4,20.95,34.16,1.28,2.21,0.26,44.8,Crane
Mining,West,Medium,17.6,36,64833.8,0.75,36875.27,2.02,28.88,0.98,2.15,0.22,26.1,Crane
Construction,South,Medium,16.3,48,94854.73,0.8,64436.85,-0.11,34.93,2.24,0.71,0.14,34.8,Excavator
Construction,South,Medium,3.8,12,134990.19,0.91,105535.51,-11.17,20.04,0.51,1.25,0.1,37.6,Excavator
Transportation,North,Medium,7.3,60,127273.88,0.94,103324.86,-22.98,5.14,0.9,1.3,0.12,46.2,Loader
Construction,North,Medium,14.3,36,136488.82,0.81,55788.92,11.41,-21.86,0.93,0.78,0.48,24.6,Crane
Manufacturing,East,Small,13,36,82276.58,0.52,24639.66,5.29,33.15,1.38,1.37,0.4,37,Loader
Energy,North,Small,9.8,24,123528.64,0.74,45898.9,5.66,8.69,1.6,1.78,0.48,40.3,Drill
Mining,North,Medium,4.3,36,68110.89,0.94,52617.09,-8.99,-31.2,0.4,1.27,0.15,31.4,Bulldozer
Energy,East,Small,6.6,60,91723.78,0.86,51070.58,-2.19,-22.85,0.79,0.64,0.33,36.4,Excavator
Transportation,North,Medium,7.4,12,94547.33,0.94,73594.63,11.87,-31.59,1.47,1.89,0.13,48.9,Drill
Mining,North,Medium,11.4,24,82724.79,0.84,59146.01,14.73,-51.3,0.8,1.1,0.11,34.9,Drill
Mining,East,Medium,18.5,60,89145.58,0.52,32416.8,-17.68,9.71,0.96,1.16,0.29,36.4,Excavator
Manufacturing,West,Medium,6.6,36,85198.72,0.98,51754.79,-9.5,-30.95,1.3,2.34,0.36,48.9,Excavator
Transportation,West,Medium,4.9,48,70528.19,0.96,57014.21,-20.85,-18.9,0.61,1.7,0.13,37.8,Crane
Construction,North,Medium,9.5,48,125692.41,0.56,52349.02,3.02,0.97,1.37,1.1,0.25,53.4,Loader
Manufacturing,North,Medium,15.2,60,94526.5,0.56,44530.95,13.27,-4.7,1.57,0.91,0.14,23.6,Drill
Manufacturing,East,Medium,2.8,12,106043.1,0.77,58865.5,-4.18,-17.84,1.22,1.98,0.24,37.3,Crane
Energy,East,Medium,17.3,48,104913.31,0.88,64252.54,-9.94,37.97,2.06,1.95,0.29,47.8,Crane
Energy,West,Large,9.1,60,101641.79,0.69,52949.76,-5.03,-38.17,1.64,1.25,0.24,32.8,Drill
Energy,South,Medium,6.3,24,102784.14,0.57,37864.53,34.59,-37.08,1.18,0.87,0.33,37.7,Drill
Manufacturing,North,Medium,2,36,90837.48,0.76,44462.95,17.88,11.45,1.01,1.69,0.33,52.6,Bulldozer
Construction,South,Medium,13.5,12,142551.91,0.67,70411.03,10.96,-15.65,2.25,1.8,0.23,32.3,Loader
Mining,South,Medium,9.1,12,122822.34,0.68,59309.88,4.8,-16.63,0.8,1.31,0.26,44.8,Drill
Energy,East,Small,10.9,24,100551.46,0.82,57271.25,-0.19,-26.98,1.04,0.95,0.28,47.5,Excavator
Construction,North,Large,5.5,12,86588.37,0.94,59327.73,-13.6,8.46,0.95,1.51,0.25,40.8,Bulldozer
Transportation,North,Small,8.4,60,96435.37,0.78,43256.09,-15.93,5.64,1.44,1.73,0.4,40.4,Loader
Energy,East,Medium,7.6,12,112528.65,0.84,77562.85,-8.52,2.98,2.55,1.26,0.16,29.8,Excavator
Mining,South,Medium,9.5,12,144998.2,0.83,64382.53,-14.31,-14.57,1.35,1.63,0.44,47.3,Excavator
Transportation,East,Large,6.7,12,58808.57,0.78,33707.63,-9.12,-18.78,1.01,1.68,0.23,27.5,Loader
Transportation,West,Small,2.3,60,119793.24,0.66,46221.4,-1.53,-4.08,1.31,2.07,0.39,43.9,Bulldozer
Mining,North,Medium,23.6,36,133801.71,0.69,48708.61,-0.38,24.16,0.41,1.29,0.45,34.8,Excavator
Energy,West,Medium,3.2,48,55398.45,0.66,19432.12,-9.31,39.2,1.09,0.93,0.45,36.1,Crane
Manufacturing,East,Small,10.9,12,94565.47,0.96,62622.63,7.43,27.78,2.22,1.47,0.28,38,Loader
Mining,North,Small,1.1,24,68064.46,0.91,47296.16,-2.84,12.64,1.6,2.34,0.2,45,Loader
Mining,West,Medium,1,24,112915.89,0.79,57600.16,3.22,24.55,1.94,0.62,0.34,55.6,Drill
Mining,West,Medium,10.5,60,89249.47,0.96,69372.77,-11.17,-29.55,1.81,0.5,0.17,41.1,Bulldozer
Transportation,South,Small,10.9,36,96095.83,0.94,50501.56,10.39,-17.84,0.77,1.45,0.42,32.8,Crane
Construction,North,Medium,16.3,12,87668.33,0.96,50251.03,-8.02,13.11,2.35,1.31,0.38,25.6,Crane
Manufacturing,West,Medium,12,60,121604.9,0.61,42201.12,24.13,-2.95,0.13,1.4,0.42,51.6,Drill
Energy,West,Medium,9.3,48,106870.99,0.86,65103.13,-3.37,8.44,1.4,1.38,0.27,41.8,Excavator
Energy,South,Large,5.3,36,106927.8,0.8,56557.83,-1.42,24.49,0.1,2,0.32,37.7,Excavator
Construction,West,Medium,17.5,36,104818.65,0.87,75415.61,8.9,20.6,0.17,1.48,0.14,40.6,Crane
Mining,West,Large,14.6,60,117174.73,0.63,45713.14,12.18,-27.27,1.76,1.91,0.38,47.7,Bulldozer
Manufacturing,West,Large,3.8,24,92140.84,0.85,53952.98,13.79,0.3,0.79,0.5,0.29,35.9,Excavator
Energy,South,Small,10.2,36,151023.24,0.7,71469.4,26.63,-23.02,1.95,1.24,0.3,33.3,Loader
Energy,West,Small,10.7,24,62956.16,0.92,30686.1,9.93,-19.43,0.1,1.09,0.44,26.9,Drill
Mining,West,Medium,8.3,36,48222.45,0.9,24779.89,-1,-42.77,1.15,0.5,0.41,29.2,Bulldozer
Construction,North,Medium,13.9,36,45739.58,0.61,18302.33,-7.94,3.34,0.47,1.55,0.31,36.6,Excavator
Manufacturing,North,Medium,14.2,36,37612.36,0.59,16307.6,-2.01,-44.62,1,1.45,0.24,50.7,Crane
Construction,South,Medium,9,48,120195.09,0.86,73153.5,22.26,9.85,2.13,1.27,0.28,34.9,Drill
Construction,East,Medium,8.6,24,116541.03,0.78,66854.14,-20.8,33.96,2.28,1.44,0.24,42.6,Excavator
Manufacturing,North,Medium,17.5,48,136233.29,0.78,87038.69,-12.29,13.26,1.51,1.55,0.16,51.2,Crane
Manufacturing,South,Small,14.7,24,68300.85,0.88,36362.91,-3.28,1.3,0.24,2.01,0.36,43.8,Excavator
Energy,West,Large,10.4,48,122363.84,0.93,69634.12,-12.48,38.36,0.48,1.82,0.38,59.7,Drill
Energy,West,Small,1.9,48,101704.72,0.62,31037.05,-6.13,8.19,1.3,1.66,0.49,40.7,Loader
Manufacturing,South,Large,11.7,48,104997.59,0.78,57015.59,27.09,-21.57,0.72,2.65,0.28,38.4,Loader
Transportation,West,Small,13.5,60,118768.69,0.91,52836.3,-4.47,3.13,1.59,1.15,0.5,36.2,Crane
Energy,West,Large,1,48,77311.55,0.94,59991.64,6.17,48.99,2.21,0.82,0.17,59.9,Loader
Transportation,East,Small,11.3,36,177617.47,0.64,69195.77,-24.87,-27.32,0.61,2.09,0.36,52.2,Drill
Manufacturing,West,Small,7.9,12,139956.41,0.55,36195.87,-16.54,-34.5,0.66,2.43,0.5,25.4,Crane
Energy,North,Small,8.9,48,84048.82,0.62,32333.27,13.99,15.37,0.49,1.18,0.36,61.1,Excavator
Construction,West,Medium,5.5,12,67277.86,0.97,45122.94,25.02,-5.6,1.05,2.19,0.28,45,Bulldozer
Manufacturing,South,Large,9.3,12,97362.88,0.73,48043.55,3.32,-13.3,1.23,1.23,0.31,41.3,Excavator
Mining,East,Medium,17,36,105467.75,0.71,40555.99,-4.59,-31.48,1.21,1.79,0.44,45.2,Drill
Transportation,West,Large,7.8,12,131968.46,0.51,33852.07,7.44,-48.75,1.74,1.82,0.48,30.4,Crane
Manufacturing,South,Medium,14.8,12,64938.37,0.53,23479.11,-38.96,-36.41,1.44,1.18,0.28,42,Excavator
Manufacturing,North,Medium,6,12,108564.61,0.83,51312.96,3.44,40.37,1.16,2.42,0.41,36.9,Crane
Energy,West,Large,13.8,24,54129.55,0.79,21892.35,-15.69,-0.22,1.22,2.48,0.47,36.4,Loader
Energy,East,Small,10,48,113090.73,0.79,67713.67,11.91,-49.06,1.25,0.99,0.21,49.6,Bulldozer
Energy,West,Small,11.8,48,96774.87,0.56,36295.06,-32.88,29.6,1.17,1.6,0.3,37.4,Drill
Mining,South,Large,10,12,158100.39,0.68,51925.68,-9.43,30.87,0.79,1.96,0.5,41,Excavator
Energy,East,Large,13.2,36,53619.92,0.91,36306.41,-0.61,30.73,0.48,0.56,0.24,43.3,Bulldozer
Manufacturing,West,Large,1,24,141118.25,0.59,52752.49,-11.43,-10.56,1.29,1.51,0.35,49.4,Drill
Energy,North,Large,2.9,36,48885.06,0.94,28877.57,-5.63,-6.72,0.9,0.67,0.36,52.7,Drill
Construction,East,Small,12.1,36,60183.69,0.56,27177.17,13.57,3.44,1.52,1.83,0.16,40.1,Loader
Energy,North,Large,1,12,49687.16,0.58,16328.55,-0.37,35.03,1.24,1.54,0.42,36.2,Crane
Mining,South,Medium,7.3,60,107510.58,0.74,57233.69,-13.96,-13.87,1.21,1.31,0.27,59,Crane
Construction,West,Large,9.7,12,64789.04,0.97,42914.79,14.11,-18.86,1.79,0.72,0.3,14.2,Bulldozer
Manufacturing,North,Medium,5.9,60,59550.05,0.66,24900.1,3.76,17.39,0.36,1.2,0.36,48.7,Loader
Manufacturing,South,Medium,6.5,24,106083.03,0.83,62966.15,4.39,30.23,2.26,1.76,0.26,38.6,Drill
Transportation,West,Medium,11.4,60,113553.26,0.79,67415.11,-13.39,-1.32,0.1,1.48,0.23,45.7,Loader
Construction,South,Small,15,12,101195.48,0.57,37671.66,-38.21,16.76,2.07,2.1,0.32,40.4,Loader
Transportation,North,Small,5.2,12,95133.43,0.62,42951.62,-13.59,2.81,1.32,2.06,0.24,52.8,Bulldozer
Construction,South,Large,7.1,36,154867.29,0.97,105584.97,-15.12,-6.28,0.89,2.04,0.27,44.2,Crane
Construction,East,Large,6.3,12,104375.09,0.59,50910.85,-9.2,-20.73,0.32,1.23,0.14,25.8,Loader
Mining,West,Small,1,12,124170.74,0.85,55618.45,-12.63,-28.85,0.84,1.65,0.44,25.3,Loader
Transportation,South,Medium,10.7,48,104287.66,0.98,73366.39,1.69,-15.37,1.1,1.02,0.26,37.8,Loader
Mining,North,Medium,14.7,48,67063.71,0.56,31842.55,13.21,-24.4,1.32,0.87,0.13,46.1,Excavator
Construction,West,Medium,15.1,36,116496.63,0.7,46455.58,16.14,7.09,2.07,2.09,0.42,53.1,Loader
Manufacturing,East,Small,5.6,60,80326.08,0.61,42717.02,12.56,30.44,1.24,0.91,0.11,33.3,Loader
Construction,West,Large,3.7,60,97270.42,0.61,38689.29,-13.46,5.1,1.39,0.85,0.34,17.9,Drill
Mining,East,Medium,10.1,48,109162.08,0.56,36780.05,0.88,-23.02,1.41,1.55,0.38,44.3,Excavator
Transportation,West,Medium,14.1,24,41757.46,0.82,27497.7,23.48,21.38,1,1.36,0.18,40.4,Loader
Transportation,South,Medium,10.8,48,51714.94,0.87,37192.09,-23.77,7.42,1.08,1.41,0.15,41.4,Loader
Mining,South,Small,11.4,24,127283.78,0.84,86407.06,20.22,12.37,1.14,2.65,0.15,29,Bulldozer
Transportation,North,Medium,15.7,60,80087.61,0.96,38080.74,-14.94,-12.98,1.58,1,0.5,51.9,Bulldozer
Energy,East,Small,6.3,48,81510.34,0.57,26789.53,4.41,28.33,0.65,1.75,0.4,31.8,Excavator
Manufacturing,North,Small,8.9,12,104993.15,0.66,51184.32,6.19,28.21,0.9,1.54,0.23,43.1,Drill
Manufacturing,South,Medium,18.2,24,88429.82,0.67,43869.91,2.85,-4.6,1.41,2,0.23,42.8,Excavator
Manufacturing,East,Large,9,24,112527.65,0.62,43536.23,33.43,17.96,0.55,1.11,0.36,45.5,Excavator
Transportation,North,Medium,3.7,24,98466.35,0.57,38977.61,-4.51,27.54,1.27,1.39,0.28,32.6,Bulldozer
Transportation,North,Small,6.7,60,105958.09,0.74,59778.33,-24.59,-11.63,0.87,1.56,0.21,30.8,Bulldozer
Construction,North,Medium,5.3,36,78944.25,0.92,62133.94,5.35,-2.03,1.5,0.78,0.12,48.5,Drill
Construction,North,Large,11.8,12,105807.84,0.98,59640.29,-2.55,1.99,2.02,0.6,0.41,45.5,Loader
Manufacturing,North,Medium,5.5,48,133152.67,0.56,39736.21,8.32,-27.45,0.87,1.49,0.46,43.4,Drill
Energy,East,Large,11.4,24,82967.55,0.91,60521.02,13.23,11.04,1.65,2.17,0.18,51.3,Loader
Construction,North,Medium,6.3,60,127459.55,0.91,99918.77,-0.51,25.56,1.32,1.32,0.13,43.4,Crane
Construction,East,Medium,1,24,98453.19,0.69,56188.72,6.54,-3.6,0.97,1.39,0.15,36.3,Bulldozer
Transportation,North,Small,11.5,48,122034.45,0.56,47832.18,2.16,8.5,1.2,2.08,0.27,45.2,Crane
Energy,South,Small,10.7,12,103863.14,1,77706.7,26.88,34.96,1.98,1.43,0.22,44.5,Crane
Manufacturing,South,Small,12.6,24,98997.67,0.83,67894.65,-5.56,-10.13,1.1,1.89,0.13,44.8,Bulldozer
Construction,North,Medium,6.6,60,110491.89,0.99,76327.73,-10.31,9.01,1.99,2.83,0.28,31.2,Crane
Energy,West,Large,6.1,60,136407.93,0.74,81670.34,13.21,-14.25,1.13,1.21,0.18,30.2,Excavator
Energy,South,Large,12,36,107082.92,0.7,63535.44,-13.94,-14.93,0.35,1.41,0.13,48.8,Loader
Manufacturing,East,Small,17.6,60,114355.92,0.62,43888.39,5.88,8.55,1.11,1.7,0.36,38.5,Drill
Energy,North,Small,10.1,36,88945.45,0.99,55898.14,-2.54,6.03,0.31,2.25,0.33,20.6,Bulldozer
Energy,East,Small,12.1,12,147126.59,0.63,49781.92,-1.52,13.88,1.01,1.44,0.43,26.3,Excavator
Energy,West,Small,8.4,48,119210.11,0.51,45641.16,36.56,1.9,0.99,1.86,0.22,26.8,Drill
Construction,North,Medium,2.3,36,102331.25,0.76,64151.79,18.51,11.63,2.29,1.67,0.15,50.7,Drill
Manufacturing,South,Large,14.8,24,96320.39,0.69,49471.65,15.32,41.64,2.17,1.46,0.24,39.5,Drill
Energy,East,Large,14.5,24,129337.25,0.63,47067.58,7.96,26.5,1.25,1.29,0.41,40.4,Crane
Energy,South,Medium,13.6,48,81813.88,0.82,52560.46,-10.37,8.46,1.93,1.2,0.2,36.5,Crane
Construction,South,Large,9.1,60,46513.75,0.68,24680.77,3.92,12.62,0.96,3,0.2,29.4,Crane
Manufacturing,North,Medium,13,24,102171.99,0.7,58268.53,8.75,-7.47,0.34,0.73,0.16,47.6,Crane
Transportation,East,Small,14.5,36,135700.14,0.51,33939.48,2.98,-3.98,1.52,0.78,0.49,46.5,Excavator
Construction,West,Medium,18.1,48,147739.26,0.79,58618.74,1.42,12.31,1.42,1.62,0.49,33,Crane
Manufacturing,South,Medium,14.9,24,96781.18,0.56,33340.43,-5.96,2.19,0.64,1.6,0.36,54,Bulldozer
Energy,North,Medium,10.3,60,101307.63,0.61,48892.01,4.1,19.83,0.66,1.71,0.19,47.4,Drill
Manufacturing,North,Small,3.5,60,115585.91,0.86,57339,-7.88,31.68,1.76,1.06,0.41,31.5,Excavator
Manufacturing,West,Small,10.8,24,92069.52,0.66,38380.76,10.55,-2.54,0.19,0.99,0.33,37.1,Crane
Manufacturing,North,Small,11.3,48,115492.18,0.58,38588.49,-30.24,-50.23,1.53,1.36,0.4,36.3,Drill
Transportation,South,Large,13.5,12,97437.95,0.79,41646.09,20.38,50.85,1.01,1.95,0.44,43.1,Excavator
Manufacturing,North,Medium,16.8,24,130341.05,0.61,58935.5,-19.67,-16.31,1.54,0.99,0.23,25.7,Drill
Transportation,East,Medium,9.5,60,121689.42,0.64,40400.63,-16.01,4.88,1.79,1.58,0.47,32.9,Excavator
Energy,East,Medium,20.5,12,124306.83,0.81,52523.47,6.13,18.19,0.68,1.24,0.46,47.9,Loader
Transportation,South,Small,1.2,48,93840.47,0.87,53633.67,8.1,35.22,0.52,0.74,0.32,24.1,Excavator
Energy,East,Medium,12.1,60,157777.82,0.87,85410.44,31.17,45.15,2.08,0.86,0.37,38,Crane
Energy,West,Large,6,48,114517.36,0.74,60958.55,4.44,-9.1,1.17,1.96,0.26,27.7,Drill
Transportation,North,Medium,1,24,107418.82,0.73,48514.54,-0.61,29.74,1.4,1.2,0.36,49.1,Drill
Construction,South,Large,9,48,77171.71,0.89,46181.44,2.87,4.95,1.75,2.12,0.32,43.4,Drill
Mining,West,Small,2.7,60,97087.85,0.6,43280.3,23.86,68.58,0.62,1.48,0.23,25.3,Bulldozer
Manufacturing,North,Small,9.2,24,103431.39,0.58,44407.93,36.37,27.51,1.74,0.82,0.23,29.6,Bulldozer
Mining,West,Large,10.2,60,76369.68,0.83,40120.89,-2.77,-4.44,1.58,1.74,0.36,40.1,Crane
Manufacturing,South,Large,15.6,60,91230.49,0.7,32871.34,8.14,-19.83,2.08,1.1,0.48,16.9,Loader
Manufacturing,South,Large,2.5,12,95026,0.85,64459.15,-1.12,-65.66,2.07,1.31,0.18,29,Bulldozer
Energy,West,Medium,14.5,36,101677.62,0.63,45810.2,-1.41,16.87,1.24,2.07,0.26,31.8,Excavator
Manufacturing,North,Large,10.5,48,47118.79,0.66,18010.03,28.19,25.21,1.65,0.86,0.42,52.8,Crane
Manufacturing,East,Large,15.1,48,95941.88,0.95,76163.09,-13.89,18.64,1.23,1.28,0.15,34.2,Loader
Transportation,East,Large,7.8,12,88679.61,0.71,30639.06,-35.01,-58.84,1.29,0.96,0.5,46.6,Excavator
Mining,West,Medium,3.3,48,99373.48,0.8,48173.61,4.76,-31.45,0.52,0.9,0.37,35.3,Drill
Transportation,South,Small,3.9,12,131058.3,0.55,37170.58,18.02,12.02,1.07,1.26,0.46,47.4,Bulldozer
Manufacturing,North,Large,3.5,48,161571.86,0.59,52737.2,3.3,44.64,0.12,1.07,0.44,24.5,Excavator
Energy,North,Medium,12.4,48,120351.32,0.52,35711.85,7.53,-1.39,1.12,1.36,0.41,32.8,Loader
Transportation,South,Medium,17.4,60,62967.33,0.71,39109.89,11.29,27.29,1.99,1.82,0.11,38.9,Crane
Transportation,East,Medium,7.2,12,89637.79,0.99,63401.21,1.66,-25.86,1.67,1.12,0.26,41.8,Excavator
Construction,North,Medium,13.1,48,117878.9,0.94,88732.71,8.34,5.18,1.27,0.77,0.18,43.2,Crane
Manufacturing,West,Medium,2.4,36,114498.71,0.82,49848.36,8.09,-6.87,1.08,1.82,0.45,41.9,Drill
Energy,East,Small,10.9,12,129619.77,0.93,72180.21,-29.38,29.69,0.88,1.12,0.37,45.1,Loader
Transportation,West,Large,13.3,12,97079.47,0.8,63714.54,1.71,-13.5,0.65,2.41,0.14,39.9,Loader
Transportation,East,Medium,2.8,12,89094.99,0.68,44621.47,-23.59,41.93,1.69,1.3,0.24,41.7,Bulldozer
Energy,South,Medium,9,60,152572.72,0.59,75652.11,-0.57,-7.69,0.28,1.43,0.13,29.9,Loader
Manufacturing,West,Small,13.6,12,101760.12,0.83,47996.42,-7.43,-26.75,0.27,0.5,0.4,23.8,Excavator
Construction,West,Small,1,60,69499.77,0.6,29479.17,15.51,-25.91,1.74,0.92,0.27,28.8,Excavator
Transportation,South,Small,16.7,36,144254.01,0.71,79229.5,3.67,-15.56,1.32,0.5,0.19,23.1,Excavator
Construction,West,Medium,11.8,24,55117.14,0.91,33700.23,7.1,9.26,1.23,1.65,0.31,42.2,Drill
Mining,East,Small,13.6,60,20000,0.56,10000,-2.87,-15.25,1.32,1.46,0.12,49.4,Loader
Manufacturing,North,Large,7.9,48,123081.6,0.56,54578.56,15.78,-20.51,2.41,1.82,0.2,30.5,Loader
Mining,North,Small,1.4,12,127321.03,0.61,61520.06,-23.96,22.25,1.23,1.9,0.17,50.1,Excavator
Mining,South,Small,12.7,24,112420.39,0.78,43496.05,-13.43,-80.28,1.38,1.98,0.47,44.5,Bulldozer
Mining,East,Small,9.6,60,60926.32,0.63,27847.41,19.29,-10.75,2.43,1.39,0.25,34.5,Bulldozer
Manufacturing,West,Small,10.2,48,98233.9,0.75,47113.45,-6.53,-33.36,1.16,1.54,0.33,36.5,Loader
Manufacturing,West,Medium,15.4,24,91654.94,0.65,40315.55,-32.19,-21.71,2.24,1.79,0.3,51.2,Loader
Energy,North,Large,13.8,36,83881.33,0.75,39081.62,21.79,6.09,0.1,1.1,0.36,16.8,Crane
Construction,West,Medium,19.6,60,142362.08,0.64,70263.22,16.15,-5.13,0.5,1.03,0.21,51.1,Loader
Construction,North,Small,10.8,60,68600.02,0.99,55657.2,10.66,-7.39,0.8,2.27,0.15,49,Excavator
Energy,South,Small,6.5,36,109483.13,0.75,68680.31,1.42,29.74,1.55,0.6,0.13,34.1,Drill
Energy,West,Medium,9.1,60,135821.41,0.87,95866.15,24.91,-0.34,2.26,1.75,0.18,39.1,Loader
Mining,East,Large,12.1,12,111443.25,0.85,65534.45,18.88,45.15,0.85,1.67,0.29,56.3,Loader
Energy,West,Small,15.1,60,137233.55,0.75,80357.89,23.22,17.8,1.79,0.94,0.19,26.9,Excavator
Transportation,North,Medium,2.7,12,116911.44,0.62,51008.32,10.43,-24.17,2.54,1.17,0.27,38.2,Crane
Construction,South,Medium,10,60,112880.49,0.76,75031.99,1.84,48.35,2.14,1.32,0.11,46.5,Loader
Energy,North,Small,18,48,111005.05,0.84,58226.24,-5.99,6.95,0.96,1.61,0.35,42.1,Bulldozer
Transportation,West,Medium,8.8,48,118403.3,0.73,46386.48,-19.03,46.79,1.72,1.68,0.45,40.5,Bulldozer
Transportation,North,Small,14.7,24,88433.83,0.54,40507.65,7.53,-6.65,1.4,1.48,0.12,58.2,Bulldozer
Transportation,North,Medium,12.5,48,60943.78,0.51,24430.53,8.78,6.81,0.8,1.59,0.19,28.9,Drill
Transportation,South,Small,14.8,36,128621.3,0.66,63127.11,-5.25,10.8,1.46,1.83,0.23,29.4,Drill
Mining,East,Medium,6,24,134852.27,0.58,58189.5,9.21,-4.2,0.92,1.81,0.21,14.9,Loader
Transportation,West,Small,6,48,107559.36,0.95,86848.32,-4.98,31.8,1.27,2.27,0.12,29.2,Loader
Mining,South,Large,10.1,12,83548.73,0.59,40733.62,13.01,48.31,0.37,2.02,0.14,33.3,Loader
Mining,East,Small,2.3,60,53268.49,0.7,18964.88,-13.23,-57.34,0.14,1.51,0.46,43.2,Drill
Transportation,North,Large,8.7,48,102574.21,0.86,53116.76,-15.83,20.37,1.03,1.82,0.38,49.6,Loader
Construction,East,Large,11.3,12,59531.49,0.91,26965.79,-3.61,-22.36,1.39,1.71,0.48,30.4,Excavator
Transportation,North,Large,18.9,24,55330.37,0.74,28554.66,12.43,-64.82,0.52,1.58,0.28,38.6,Crane
Transportation,North,Medium,12,60,99378.05,0.59,31702.85,-17.38,12.93,1.52,1.07,0.45,54,Bulldozer
Transportation,South,Medium,13.1,48,77086.91,0.64,27390.98,15.75,12.98,1.23,1.58,0.43,38.1,Bulldozer
Construction,North,Small,15.8,24,110359.29,0.71,41547.37,-24.64,17,1.59,0.5,0.45,45.2,Excavator
Manufacturing,South,Small,5.2,48,95221.13,0.68,55523.6,-3.7,9.28,1.77,2.04,0.12,51.2,Loader
Manufacturing,East,Medium,9.2,24,81800.96,0.67,34070.92,-21.2,21.88,2.01,1.68,0.36,30.7,Drill
Mining,East,Small,22.1,48,48852.55,0.57,17827.59,-39.15,-15.08,1.56,1.42,0.33,28.7,Loader
Mining,North,Large,9.6,12,74413.36,0.96,47417.8,5.5,6.58,1.02,1.29,0.32,56.2,Loader
Construction,South,Small,15.6,36,75515.91,0.51,26079.88,-2.67,17.45,1.31,1.83,0.3,45.8,Bulldozer
Energy,North,Medium,14.8,12,63240.77,0.72,25461.21,-20.96,33.82,2.6,2.42,0.42,26.7,Bulldozer
Manufacturing,South,Medium,2.6,60,90128.67,0.99,44671.65,-7.75,1.1,1.79,1.69,0.49,29.4,Drill
Mining,South,Medium,11.6,48,65582.44,0.83,29907.75,6.63,-5.34,1.24,2.45,0.43,38,Bulldozer
Manufacturing,South,Medium,10.7,36,95087.72,0.68,34453.3,-5.52,-1.38,1.11,1.89,0.45,53.9,Loader
Construction,East,Small,11.6,36,107212.34,0.57,41618.44,-2.98,-29.84,0.84,1.1,0.29,49.8,Excavator
Construction,South,Medium,6.2,60,75214.9,0.98,44930.15,-5.98,19.24,0.49,1.74,0.38,50.7,Drill
Energy,East,Small,4.4,60,112762.26,0.51,40541.87,-8.73,-36.43,2.22,1.7,0.27,35.6,Excavator
Energy,South,Large,7.6,36,59159.26,0.84,36980.1,-8.93,9.77,1.49,1.1,0.24,39.9,Loader
Construction,East,Medium,9.5,60,66634.68,0.94,32969.23,-9.37,2.11,0.44,1.3,0.46,32,Drill
Mining,West,Large,15.9,60,96603.48,0.51,26159.93,-11.3,-38.77,1.12,1.29,0.46,35.8,Excavator
Manufacturing,East,Small,19.1,48,120611.23,0.86,62592.59,-15.26,-37.35,1.96,1.55,0.37,28.8,Drill
Transportation,East,Small,17,12,126021.99,1,67276.49,-5.7,-21.34,0.93,1.36,0.44,31.3,Loader
Energy,North,Small,14.3,24,148371.72,0.82,87135.76,-9.6,-8.6,0.71,1.63,0.24,32.7,Drill
Transportation,South,Small,5,36,88702.33,0.71,43794.52,-16.08,37.01,1.41,1.72,0.27,38.5,Loader
Mining,West,Small,8,24,96174.96,0.94,49216.06,11.49,-2.77,1.59,2.13,0.43,44.2,Drill
Energy,North,Medium,11,36,69019.73,0.78,38664.43,18.49,13.66,0.93,1.77,0.26,56.7,Drill
Transportation,South,Small,6.8,36,62387.01,0.87,46390.81,0,31.67,0.84,1.15,0.12,36.3,Bulldozer
Mining,West,Medium,12.9,12,106857.16,0.79,61791.28,1,26.83,1.48,2.56,0.24,45.9,Loader
Manufacturing,West,Large,13.6,36,76723.86,0.52,28793.89,-10.39,-0.18,0.53,1.15,0.26,38.2,Crane
Mining,West,Medium,12.7,36,136971.38,0.61,67602.23,16.01,-17.64,0.88,1.31,0.16,49.6,Drill
Energy,South,Small,15.1,12,56128.43,0.54,21914.15,26.07,12.47,1.13,1.8,0.24,27.4,Excavator
Construction,West,Small,5.5,60,114590.6,0.55,31929.51,-2.46,-17.14,1.64,2.95,0.47,34.6,Bulldozer
Manufacturing,West,Medium,14.7,24,69827.82,0.51,19095.31,-7.82,45.37,0.94,1.7,0.44,46.6,Bulldozer
